curve_type,sample_id,x,density
observed,observed,93.63157282280218,0.02792345269626476
observed,observed,93.90662594805785,0.028732735735661173
observed,observed,94.18167907331352,0.028957904020774052
observed,observed,94.45673219856918,0.028582890029344506
observed,observed,94.73178532382485,0.02762894318094939
observed,observed,95.00683844908052,0.026152584252755535
observed,observed,95.28189157433619,0.024239987910471477
observed,observed,95.55694469959185,0.021998574464379375
observed,observed,95.83199782484752,0.019546957044947876
observed,observed,96.10705095010319,0.017004555319418663
observed,observed,96.38210407535885,0.01448213330389813
observed,observed,96.65715720061452,0.012074272589444459
observed,observed,96.93221032587019,0.009854414583939783
observed,observed,97.20726345112585,0.007872676444779195
observed,observed,97.48231657638152,0.006156245573869796
posterior_predictive,pp_001,15.241432124937134,4.857741340102631e-13
posterior_predictive,pp_001,15.516485250192801,1.2302994520521846e-12
posterior_predictive,pp_001,15.791538375448468,3.0430660324453865e-12
posterior_predictive,pp_001,16.066591500704135,7.350958997734637e-12
posterior_predictive,pp_001,16.341644625959802,1.7342724546088398e-11
posterior_predictive,pp_001,16.61669775121547,3.996139753260895e-11
posterior_predictive,pp_001,16.891750876471136,8.993403396267545e-11
posterior_predictive,pp_001,17.166804001726803,1.976871191293343e-10
posterior_predictive,pp_001,17.44185712698247,4.2443893618729234e-10
posterior_predictive,pp_001,17.716910252238137,8.901170770519812e-10
posterior_predictive,pp_001,17.991963377493803,1.8234235533116957e-09
posterior_predictive,pp_001,18.26701650274947,3.648807050118961e-09
posterior_predictive,pp_001,18.542069628005137,7.132676820363962e-09
posterior_predictive,pp_001,18.817122753260804,1.362099841304834e-08
posterior_predictive,pp_001,19.09217587851647,2.5411926644915933e-08
posterior_predictive,pp_001,19.367229003772138,4.6318779240994186e-08
posterior_predictive,pp_001,19.642282129027805,8.248732168999789e-08
posterior_predictive,pp_001,19.917335254283472,1.435320020442346e-07
posterior_predictive,pp_001,20.19238837953914,2.4404151666271477e-07
posterior_predictive,pp_001,20.467441504794806,4.054667424945186e-07
posterior_predictive,pp_001,20.742494630050473,6.583358955586262e-07
posterior_predictive,pp_001,21.017547755306136,1.0446382198018907e-06
posterior_predictive,pp_001,21.292600880561803,1.6200809164612363e-06
posterior_predictive,pp_001,21.56765400581747,2.4557675333718434e-06
posterior_predictive,pp_001,21.842707131073137,3.6386964506412976e-06
posterior_predictive,pp_001,22.117760256328804,5.270376036801068e-06
posterior_predictive,pp_001,22.39281338158447,7.462848725406729e-06
posterior_predictive,pp_001,22.667866506840138,1.033156000454246e-05
posterior_predictive,pp_001,22.942919632095805,1.3984836277868925e-05
posterior_predictive,pp_001,23.217972757351472,1.851025312275392e-05
posterior_predictive,pp_001,23.49302588260714,2.3958842700542424e-05
posterior_predictive,pp_001,23.768079007862806,3.032881377565768e-05
posterior_predictive,pp_001,24.043132133118473,3.755110125217933e-05
posterior_predictive,pp_001,24.31818525837414,4.5479460059227174e-05
posterior_predictive,pp_001,24.593238383629807,5.3887815379909805e-05
posterior_predictive,pp_001,24.868291508885473,6.247707314904776e-05
posterior_predictive,pp_001,25.14334463414114,7.089256600413016e-05
posterior_predictive,pp_001,25.418397759396807,7.875185701048369e-05
posterior_predictive,pp_001,25.693450884652474,8.568095307848861e-05
posterior_predictive,pp_001,25.96850400990814,9.135537815373514e-05
posterior_predictive,pp_001,26.243557135163808,9.554133392483758e-05
posterior_predictive,pp_001,26.51861026041947,9.813160187394402e-05
posterior_predictive,pp_001,26.79366338567514,9.917107951364193e-05
posterior_predictive,pp_001,27.068716510930805,9.886791417932499e-05
posterior_predictive,pp_001,27.343769636186472,9.758796265329315e-05
posterior_predictive,pp_001,27.61882276144214,9.583249572152851e-05
posterior_predictive,pp_001,27.893875886697806,9.42013352506855e-05
posterior_predictive,pp_001,28.168929011953473,9.334559480701439e-05
posterior_predictive,pp_001,28.44398213720914,9.391557990664655e-05
