市州,year,city_id,grade_id,obs_id,F_strength,F_speed,F_endurance,F_flexibility
绵阳市教育和体育局,2021,14,4,284,-0.197058751,1.2611774395717263,-0.13405057,-1.208237602
自贡市教育局,2021,15,1,285,-1.251440733,-1.426148791,-0.192899798,-0.42212427
自贡市教育局,2021,15,2,286,-0.7429655,-1.854312014,-0.466142685,-0.100682366
自贡市教育局,2021,15,3,287,-0.508167395,-1.532541203,-0.391164322,0.3582254529757885
自贡市教育局,2021,15,0,288,-1.720634262,-0.430976274,-1.452487509,0.3537258247061064
自贡市教育局,2021,15,4,289,-2.339271906,-0.648160824,-2.018552984,0.5530488312628774
资阳市教育局,2021,16,1,290,-0.398625239,-1.382028929,-0.386300218,-1.316667194
资阳市教育局,2021,16,2,291,-0.404328876,-1.64367317,-0.778567686,-0.736634943
资阳市教育局,2021,16,3,292,-0.546686546,-1.724610474,-0.573483487,-0.047960436
资阳市教育局,2021,16,0,293,-1.110243508,-0.298818678,-1.56944667,-0.041623071
资阳市教育局,2021,16,4,294,-1.487485117,-0.148898369,-0.822711932,0.12092815254655206
达州市教育局,2021,17,1,295,-0.005537646,0.1799676996399238,0.2860880302873826,-0.202570862
达州市教育局,2021,17,2,296,-0.004039464,-0.332548006,0.2945076333569442,0.2384741070004646
达州市教育局,2021,17,3,297,0.04750792779800301,-0.094700501,0.47152088976199114,0.6259759996647069
达州市教育局,2021,17,0,298,-0.706180872,0.9671737211620649,0.8368840800056413,0.29684485786610765
达州市教育局,2021,17,4,299,-0.787298327,0.8546716854647928,-0.203188481,0.3588453394336913
遂宁市教育局,2021,18,1,300,0.036466281035214536,-0.573145203,-0.536557938,-1.221232118
遂宁市教育局,2021,18,2,301,-0.119270844,-0.945217732,-1.016941097,-1.040062057
遂宁市教育局,2021,18,3,302,-0.194298615,-0.94925831,-0.416756164,-0.655477289
遂宁市教育局,2021,18,0,303,-1.202867096,0.4301463258220151,-1.65203738,-1.392948385
遂宁市教育局,2021,18,4,304,-1.385382314,0.25071748360929585,-1.165908205,-1.836977322
阿坝藏族羌族自治州教育局,2021,19,1,305,-0.39588524,-0.217635628,-0.035222933,-0.327449621
阿坝藏族羌族自治州教育局,2021,19,2,306,0.47840024986027213,-0.918365583,0.06832828080418768,0.31282100931335316
阿坝藏族羌族自治州教育局,2021,19,3,307,0.4182585716270809,-0.500134888,0.3408595650132368,0.5602235260368124
阿坝藏族羌族自治州教育局,2021,19,0,308,-0.131102866,-0.484542215,0.9008268186143653,0.3525923036028855
阿坝藏族羌族自治州教育局,2021,19,4,309,-1.416033523,-0.218436363,0.1847120206486184,-1.221195931
雅安市教育局,2021,20,1,310,0.7519525630809066,1.1132642392605057,-0.104376335,-0.21545851
雅安市教育局,2021,20,2,311,0.9519144593659941,0.38739751547409257,0.0017221283613082043,-0.06626191
雅安市教育局,2021,20,3,312,1.1136448753940498,0.14932106305897028,0.4394556658650249,0.357941944596473
雅安市教育局,2021,20,0,313,0.37392384237627646,1.640057242771276,0.9814365484170212,-0.942898537
雅安市教育局,2021,20,4,314,0.07694896608541897,1.011116620774901,0.0646728235823838,0.07852514845206475
乐山市教育局,2022,0,1,315,0.5572352897020283,1.029725692881311,0.2350479702381406,0.45504647627077416
乐山市教育局,2022,0,2,316,1.1013404625740297,0.4454766631613108,-0.158955642,0.5752908484327843
乐山市教育局,2022,0,3,317,1.4580462103302592,0.17474267227740756,0.6249250047994834,0.6845045375982646
乐山市教育局,2022,0,0,318,0.2792161477243491,1.130431774780415,0.0618662593912569,0.7014656575739374
乐山市教育局,2022,0,4,319,-0.104341046,1.7615990886480286,-0.72787154,1.0771273404487964
内江市教育局,2022,1,1,320,0.3754574979542475,0.39169576079489826,0.32102412768681987,0.290137298547718
内江市教育局,2022,1,2,321,0.8553285684598223,-0.028996165,0.2155318182771635,0.46858940722549125
内江市教育局,2022,1,3,322,0.7586378248195336,-0.18769443,0.4575821441757565,0.6208725646689165
内江市教育局,2022,1,0,323,0.3595323146555975,1.6407918365293803,0.09027071548495544,-0.073931994
内江市教育局,2022,1,4,324,-0.033520096,1.6136527236217808,-0.286747954,-0.112351357
凉山彝族自治州教育局,2022,2,1,325,1.9151819306581117,0.7712678575749963,-0.50409369,0.9363561465208708
凉山彝族自治州教育局,2022,2,2,326,1.2074879125388056,-0.365298824,0.07973059933561896,1.7682965174163117
凉山彝族自治州教育局,2022,2,3,327,0.7638461456032246,-0.80350226,0.44537466360374106,2.3184550340157952
凉山彝族自治州教育局,2022,2,0,328,-0.862689589,1.2548745662338563,1.2657562715462,1.4785022470076872
凉山彝族自治州教育局,2022,2,4,329,-1.176816065,0.7613035340730251,0.6946531846051762,1.3324140922402998
南充市教育局,2022,3,1,330,1.0815124824862419,-1.000955681,-1.335879675,-0.79892895
南充市教育局,2022,3,2,331,0.38621613421302475,-1.477963011,-1.464921979,-0.213752032
南充市教育局,2022,3,3,332,0.13732162423594457,-1.703949832,-0.992603581,0.10878296535868441
南充市教育局,2022,3,0,333,-0.898688818,-0.042993259,-1.717474386,-0.111781514
南充市教育局,2022,3,4,334,-0.735245528,-0.225991547,-2.405416684,-0.157175436
宜宾市教育局,2022,4,1,335,0.375772598314491,0.35459954946611305,0.12955774734392336,0.3543306451461634
宜宾市教育局,2022,4,2,336,0.5779983488892056,-0.004665952,-0.165248562,0.6121333890444549
宜宾市教育局,2022,4,3,337,0.6614773913735792,-0.11048537,0.5893918569610288,0.7813467997609113
宜宾市教育局,2022,4,0,338,-0.284508011,0.7592736139839319,0.17481865140887426,0.6862315387059698
宜宾市教育局,2022,4,4,339,-0.240527647,0.7229895084804856,-0.215976784,0.9386452372168825
巴中市教育局,2022,5,1,340,-0.154511083,0.6248016784138949,0.7337281551572814,0.30159868576797505
巴中市教育局,2022,5,2,341,0.315063151157046,0.08707907972138397,0.5049854351751751,0.5179953174905824
巴中市教育局,2022,5,3,342,0.2264456957878149,-0.04349407,1.6870355106695885,0.7486791670922128
巴中市教育局,2022,5,0,343,-0.231406129,0.8818939730582422,1.7111275310554221,-0.45766258
巴中市教育局,2022,5,4,344,0.23632060353542098,0.8123959212551967,1.0671307593317854,-0.541714455
广元市教育局,2022,6,1,345,0.31587202726884045,-0.27975385,0.1307792911326764,-0.711610855
广元市教育局,2022,6,2,346,0.2989668809974979,-0.241439485,-0.41122488,-0.610639777
广元市教育局,2022,6,3,347,0.28829117437070695,-0.349502002,-0.094988846,-0.13722607
广元市教育局,2022,6,0,348,-0.343208138,0.2676571516829075,-0.04842719,-0.655290277
广元市教育局,2022,6,4,349,-0.024113711,0.21047090023897358,-0.170516607,-0.492259053
广安市教育局,2022,7,1,350,-0.775330274,-0.442881721,-0.058040007,-1.302291933
广安市教育局,2022,7,2,351,-0.279861273,-0.841966916,-0.404327972,-1.394127238
广安市教育局,2022,7,3,352,-0.285080241,-1.151290995,-0.087459855,-1.206313399
广安市教育局,2022,7,0,353,-1.259817903,0.18273832524848482,0.01078718979133805,-1.692134303
广安市教育局,2022,7,4,354,-1.261165487,0.5267261186038589,-0.647536639,-1.528467956
德阳市教育局,2022,8,1,355,-0.280568626,0.7093011882125199,0.1760282515160914,0.27128998146647526
德阳市教育局,2022,8,2,356,0.6674685621310399,0.3248221860726151,0.02959484739206766,0.28641409305731697
德阳市教育局,2022,8,3,357,0.8037236189872491,0.06256656813948387,0.6623329913943533,0.17230002966756927
德阳市教育局,2022,8,0,358,0.4043127297296706,1.124407806205238,1.153037795720832,-0.966916815
德阳市教育局,2022,8,4,359,0.5604608819908726,0.8692278264980177,-0.060019469,-0.227529184
成都市教育局,2022,9,1,360,-0.20596519,1.2648747686735888,0.7504700499796422,1.3116434056886888
成都市教育局,2022,9,2,361,1.2108206507036186,0.9972834709355534,0.44336959070747434,1.3861887466729907
成都市教育局,2022,9,3,362,1.8797648224359325,0.659930136438142,1.0583486585791309,1.2987152366019723
成都市教育局,2022,9,0,363,2.8416749895735967,2.5377076999671067,2.3290916262516443,1.556996372358032
成都市教育局,2022,9,4,364,1.2444722955551206,1.2571511954506087,-0.317638418,0.9045050980604515
攀枝花市教育局,2022,10,1,365,-0.304458555,0.07939012197452133,-0.5355402,-0.418610996
攀枝花市教育局,2022,10,2,366,0.6810736947798304,0.001862903841321021,-0.601814503,-0.26875502
攀枝花市教育局,2022,10,3,367,1.3006526467328405,-0.080824144,1.350853800859109,-0.154178725
攀枝花市教育局,2022,10,0,368,1.0139727757411543,0.7757199625672165,3.7446275501019555,0.007471623244417519
攀枝花市教育局,2022,10,4,369,0.9460708435467118,0.5792665046604061,0.9158270954332037,-0.171158774
泸州市教育局,2022,11,1,370,0.03270403387111134,0.2802276651527568,-0.043302775,0.07211101533065076
泸州市教育局,2022,11,2,371,0.47502937150363694,0.10847464665845136,-0.11889401,0.3441548989117107
泸州市教育局,2022,11,3,372,0.769719269807416,0.14983651052671682,1.3441545978789289,0.6756765240589145
泸州市教育局,2022,11,0,373,-0.208494819,1.103172008310655,2.388330112369645,0.020866613365172156
泸州市教育局,2022,11,4,374,-0.109553856,1.0295523617896305,1.358690383448174,0.3803266788626899
甘孜藏族自治州教育局,2022,12,1,375,1.191905814710116,-0.095560885,-0.923451291,0.3541091137417345
甘孜藏族自治州教育局,2022,12,2,376,0.6593955168309136,-1.761155632,-1.657103033,0.6824501768813955
甘孜藏族自治州教育局,2022,12,3,377,0.553421138345139,-2.13541713,-0.56949095,1.3657254016881069
甘孜藏族自治州教育局,2022,12,0,378,-1.28921032,0.4179097937569752,1.251902718305923,-0.623318145
甘孜藏族自治州教育局,2022,12,4,379,-0.818534378,0.08257096687608602,0.7311720892380421,-0.279358783
眉山市教育局,2022,13,1,380,0.69915316719341,1.5719410041799484,0.5423511116566405,0.48525995518228354
眉山市教育局,2022,13,2,381,1.3052188006435241,1.0229333195194599,-0.048680099,0.6338005740426272
眉山市教育局,2022,13,3,382,1.441139025548764,0.9425835484675157,0.7580662385608365,0.4955850501847298
眉山市教育局,2022,13,0,383,1.1749652019687349,1.8771623122843095,1.5679262967237864,-0.215403278
眉山市教育局,2022,13,4,384,0.5322636061574124,1.6734226496770745,0.7838374841399848,0.34683927886631816
绵阳市教育和体育局,2022,14,1,385,0.33477498686618173,0.5802203668711848,-0.325306019,-0.443162893
绵阳市教育和体育局,2022,14,2,386,0.6228660202224034,0.02726195261842213,-0.322990543,-0.209625723
绵阳市教育和体育局,2022,14,3,387,0.5765940344365392,0.37668519322420607,0.8426479408769324,0.08354109551533567
绵阳市教育和体育局,2022,14,0,388,0.08420329444932645,1.1689917994016563,1.063979347079243,-1.569598342
绵阳市教育和体育局,2022,14,4,389,-0.11214152,1.4588200693288065,0.220291312353835,-1.732571632
自贡市教育局,2022,15,1,390,-0.867953923,-0.343733223,0.1722299069314337,-0.407560024
自贡市教育局,2022,15,2,391,-0.251457362,-0.955795112,-0.196808883,0.04973500011908155
自贡市教育局,2022,15,3,392,-0.042856823,-0.919704027,0.275626061146847,0.5889301938001769
自贡市教育局,2022,15,0,393,-0.570576225,0.06720211668233675,-0.25959736,1.0067875415033458
自贡市教育局,2022,15,4,394,-1.173312717,0.12038013632380937,-1.055776118,0.6466485122621151
资阳市教育局,2022,16,1,395,0.48974860506445406,0.7979261091119129,0.07882715220195093,-0.224801781
资阳市教育局,2022,16,2,396,0.4541978694425971,0.1531217985974027,-0.091486974,0.374889310737179
资阳市教育局,2022,16,3,397,0.540115537568936,-0.21497172,0.6673697706164666,0.789706957213183
资阳市教育局,2022,16,0,398,0.08554447302067152,0.9223950808201252,0.27985618362653897,0.19217125163680177
资阳市教育局,2022,16,4,399,-0.02457616,1.0337167692298808,-0.557714868,0.8067411848548955
达州市教育局,2022,17,1,400,0.45849224759526347,0.37792258697248277,0.2692210291254239,0.3933806953657441
达州市教育局,2022,17,2,401,0.4151707264709101,-0.182458314,0.5436417919927536,0.7005044076704255
达州市教育局,2022,17,3,402,0.3491248171378286,0.15395452746507998,0.7875788155286065,0.9222305992032939
达州市教育局,2022,17,0,403,-0.226968462,0.969257022412455,1.4818551386129695,0.38991226907013954
达州市教育局,2022,17,4,404,-0.288197284,1.0595170553425128,0.386220099282601,0.6588996436473965
遂宁市教育局,2022,18,1,405,0.6521765668770916,0.5501997678386941,-0.309759926,-0.192268969
遂宁市教育局,2022,18,2,406,0.5632023983407342,0.13148066394057145,-0.494703899,-0.030239842
遂宁市教育局,2022,18,3,407,0.5423418024377977,0.11813264010173882,0.16786505056439716,0.20965146175389027
遂宁市教育局,2022,18,0,408,0.11244047053679197,1.248170574426286,0.16996058050183926,-0.755338733
遂宁市教育局,2022,18,4,409,-0.81544647,0.9728620321675838,-0.351883431,-1.021110938
阿坝藏族羌族自治州教育局,2022,19,1,410,0.5899472466843474,0.9503537912564431,-0.011490521,0.5389678844506283
阿坝藏族羌族自治州教育局,2022,19,2,411,0.9818327036648096,0.7361223490684766,0.8936539356008845,0.975929953055762
阿坝藏族羌族自治州教育局,2022,19,3,412,1.134457708395731,0.465066785567341,1.8480845588128147,1.0767565702748987
阿坝藏族羌族自治州教育局,2022,19,0,413,0.45115388097339887,1.078233713538564,1.611488165049519,0.27401815107003785
阿坝藏族羌族自治州教育局,2022,19,4,414,-0.462423575,1.1700557151625735,1.142204460789551,0.33975264900154345
雅安市教育局,2022,20,1,415,0.6839555188677139,1.14306897473221,-0.025553893,0.20639593399155345
雅安市教育局,2022,20,2,416,1.1932818176670792,0.48244818620636537,-0.167192942,0.314049316767246
雅安市教育局,2022,20,3,417,1.2452070866971325,0.014322551646544305,0.7816000359534442,0.5038293815870546
雅安市教育局,2022,20,0,418,0.37679394432758884,1.3273506958044783,1.3114674148742878,-0.907713104
雅安市教育局,2022,20,4,419,0.3222896509639818,1.183912360042695,-0.08108416,-0.323382444
乐山市教育局,2023,0,1,420,0.6918734477843698,1.218909743818928,0.326808595309754,0.4689909692894931
乐山市教育局,2023,0,2,421,1.1734044375311494,0.5248671980242217,0.022920389298506295,0.8436480196639815
乐山市教育局,2023,0,3,422,1.5113604568970085,0.1679171923470162,0.5241570323692057,0.8142103501382094
乐山市教育局,2023,0,0,423,0.4540733287731423,1.1014157833402822,-0.032171714,0.21527148429891588
乐山市教育局,2023,0,4,424,0.4211268478441263,1.8428210982896505,-0.358866852,0.7654168555183153
内江市教育局,2023,1,1,425,0.6821886530559651,0.804695804151521,0.2391097760613952,0.47546547918709997
内江市教育局,2023,1,2,426,1.0954512312860714,0.41187456017622653,0.08578857938575705,0.3966409292981199
内江市教育局,2023,1,3,427,1.1649967111702542,0.155227269659959,0.7763408984508045,0.518191133052218
内江市教育局,2023,1,0,428,0.44625877555018195,1.9442558130473173,0.15833970187079544,0.4741721024729661
内江市教育局,2023,1,4,429,0.17695275649821726,1.7522678879488032,-0.033391594,0.18574297609732793
凉山彝族自治州教育局,2023,2,1,430,1.8108164235368087,1.0011589773955238,-0.316747038,1.099385720296365
凉山彝族自治州教育局,2023,2,2,431,1.137158844675509,-0.109488384,0.061749082975500955,1.8177939754504675
凉山彝族自治州教育局,2023,2,3,432,0.9554451449739659,-0.52896844,0.641383087572602,2.3055775485778227
凉山彝族自治州教育局,2023,2,0,433,-0.687999,1.1747594042716045,1.5386968738102267,1.6672179562698033
凉山彝族自治州教育局,2023,2,4,434,-1.506342583,0.4071088811262737,0.642684067130297,0.9535543315320598
南充市教育局,2023,3,1,435,0.8328543363696352,-0.477073968,-1.007613811,-0.710808239
南充市教育局,2023,3,2,436,0.4114650480482692,-1.266094287,-1.427797579,-0.463779817
南充市教育局,2023,3,3,437,0.3653254062038444,-1.368406486,-1.016491269,-0.184429166
南充市教育局,2023,3,0,438,-0.128158696,0.5220493810394081,-1.145067918,-0.136445082
南充市教育局,2023,3,4,439,-0.529586075,-0.408310032,-2.173034308,-0.001645826
宜宾市教育局,2023,4,1,440,0.17012326331757568,0.5424354745029251,0.15630113688190864,0.07678926825690419
宜宾市教育局,2023,4,2,441,0.4167710326739566,0.03673393855100419,-0.023638813,0.5392792496080328
宜宾市教育局,2023,4,3,442,0.6992076787326167,-0.207022573,0.6291922617761704,0.6725592414515269
宜宾市教育局,2023,4,0,443,0.006125154938726284,1.0229701693060107,1.0571971684749453,0.5579185343338261
宜宾市教育局,2023,4,4,444,-0.545229403,0.8165191801316986,-0.266148137,0.3600114417182093
巴中市教育局,2023,5,1,445,0.17874700014551292,0.6683817802064957,0.5733010679428481,0.3865891983930766
巴中市教育局,2023,5,2,446,0.40674628829776105,0.28544454633824823,0.6381741063775905,0.6656824281816205
巴中市教育局,2023,5,3,447,0.6228663408094263,0.1526960742111348,1.6224558707263834,0.806663496377099
巴中市教育局,2023,5,0,448,0.14622147505970326,1.2036978096583755,2.1064980516539347,-0.322992957
巴中市教育局,2023,5,4,449,0.19369052864333364,0.9774735900081389,1.1517045087005728,-0.066400509
广元市教育局,2023,6,1,450,0.7353584301542085,1.0244372044092596,0.3707025121955474,-0.115138655
广元市教育局,2023,6,2,451,0.976765883796388,0.7824876839822528,-0.176205833,-0.019514147
广元市教育局,2023,6,3,452,1.045653252395381,0.5867180456167793,-0.006372323,0.04816157534508052
广元市教育局,2023,6,0,453,0.9669762449193829,1.237539082742223,1.2655688592811152,0.27493933891149225
广元市教育局,2023,6,4,454,1.2425415366999917,0.6872087688831516,0.736742044326164,0.3191108429048951
广安市教育局,2023,7,1,455,0.10398581154474092,0.3559758651632724,0.0884997100501112,-1.378656084
广安市教育局,2023,7,2,456,0.4337389550953895,-0.166189,-0.224724632,-1.166478035
广安市教育局,2023,7,3,457,0.29664233270497753,-0.420719111,0.13912949338375397,-0.983183589
广安市教育局,2023,7,0,458,-0.560814369,0.6568294140604075,0.33443777820418236,-1.309373504
广安市教育局,2023,7,4,459,-0.676884994,0.9645411982587686,-0.459187091,-1.0583581
德阳市教育局,2023,8,1,460,-0.06273251,1.0259407461334589,0.018467377375995873,0.03738868368083518
德阳市教育局,2023,8,2,461,0.7561644584080733,0.5667883354630312,-0.164719477,0.45302061053249476
德阳市教育局,2023,8,3,462,1.2130670557184937,0.24960624485353425,0.2559150841128511,0.2528234297209229
德阳市教育局,2023,8,0,463,0.8421586529988817,1.116170716899341,1.173283650551766,-0.812317152
德阳市教育局,2023,8,4,464,1.1013079510310497,1.4283730273649975,-0.243049403,-0.520673932
成都市教育局,2023,9,1,465,-0.395622191,1.1605278136034878,0.6835170233453657,1.2806490916143307
成都市教育局,2023,9,2,466,1.127312087281057,0.9639403107468674,0.4929224873814655,1.345318833743513
成都市教育局,2023,9,3,467,2.013390287348217,0.6830363433774822,0.8788897644046177,1.2486967848571144
成都市教育局,2023,9,0,468,3.1050039910780267,2.564435244410212,2.482522269306897,1.6224747119845888
成都市教育局,2023,9,4,469,1.4716166148995504,1.3101473994291808,-0.082409372,0.6141407705810309
攀枝花市教育局,2023,10,1,470,-0.567487829,0.37724368840753225,-0.612133552,-0.69324291
攀枝花市教育局,2023,10,2,471,0.6279114008032212,0.1417293848427207,-0.767441898,0.09004921241944802
攀枝花市教育局,2023,10,3,472,1.3159127442610523,-0.331063223,0.9048757949194108,-0.000554106
攀枝花市教育局,2023,10,0,473,1.0825544508601783,0.7373404746993256,3.376286442088695,-0.13906806
攀枝花市教育局,2023,10,4,474,1.0364861478518677,0.6180835019574177,0.8020885723526955,-0.188501986
泸州市教育局,2023,11,1,475,-0.326295744,0.39617815906353154,0.0880142894429609,-0.18400327
泸州市教育局,2023,11,2,476,0.32943680320637664,0.3441807774813277,0.10473101087656779,0.16579806305791592
泸州市教育局,2023,11,3,477,0.7402066062593555,0.2251636246185218,1.3111871479329622,0.5472528089393529
泸州市教育局,2023,11,0,478,0.039192047438243637,1.188654467597525,2.2550181402567318,0.1059592956253637
泸州市教育局,2023,11,4,479,-0.259989108,0.9011193874120226,1.4916299864619273,0.760630295067898
甘孜藏族自治州教育局,2023,12,1,480,1.9488798555470712,-0.233017957,-1.539767584,0.1891791641684084
甘孜藏族自治州教育局,2023,12,2,481,0.8327089588894888,-1.87346987,-0.955653609,1.049018208723876
甘孜藏族自治州教育局,2023,12,3,482,0.23048541721924745,-2.694562412,0.005949977560168894,1.3552132763440436
甘孜藏族自治州教育局,2023,12,0,483,-1.185437131,0.26549777628920385,1.1497563356095917,-0.252134241
甘孜藏族自治州教育局,2023,12,4,484,-0.961859184,-0.05674901,-2.541186296,0.29775516173226435
眉山市教育局,2023,13,1,485,0.7105039931614766,1.4096474882835004,0.21798260294302227,0.2866800937421889
眉山市教育局,2023,13,2,486,1.3115806648780952,0.8139800351918846,-0.393093286,0.2115506058763843
眉山市教育局,2023,13,3,487,1.450601231613592,0.7582847975758409,0.3687192919898892,0.2075797185559836
眉山市教育局,2023,13,0,488,1.2310389393013408,1.709724765594039,1.3396848903893128,-0.287782793
眉山市教育局,2023,13,4,489,0.8127868890462273,1.4943731887366676,0.6376136614030654,-0.077432817
绵阳市教育和体育局,2023,14,1,490,0.30379702263315805,0.5780144610407147,-0.33332187,-0.170664956
绵阳市教育和体育局,2023,14,2,491,0.7961732405055635,0.5039225434697363,-0.440305756,-0.137821067
绵阳市教育和体育局,2023,14,3,492,0.9817338517401025,0.5494320492866064,0.4229636519401559,0.05518568723294836
绵阳市教育和体育局,2023,14,0,493,0.5217312991016612,0.8742334092815847,1.7439035197569526,-0.658118785
绵阳市教育和体育局,2023,14,4,494,0.5397097754913173,1.574972901768659,0.6829900986444095,-1.014264303
自贡市教育局,2023,15,1,495,-1.028498829,-0.840617457,-0.100517092,-0.472740196
自贡市教育局,2023,15,2,496,-0.526425324,-1.0321869,-0.154125891,0.07369210644569026
自贡市教育局,2023,15,3,497,0.07371806903825863,-1.205094104,-0.255927599,0.5169930074758115
自贡市教育局,2023,15,0,498,-0.810125389,-0.056347698,-0.18980514,0.6411045493890348
自贡市教育局,2023,15,4,499,-1.253925619,0.08638836265061488,-0.858830714,0.5145275479791576
资阳市教育局,2023,16,1,500,0.7227206988442351,0.7885902071258385,0.17754983540791147,-0.050262046
资阳市教育局,2023,16,2,501,0.7253080435722031,0.28315669758038275,-0.250624261,0.16973422013692974
资阳市教育局,2023,16,3,502,0.8243028758361034,0.003488115869101719,0.026808760157886385,0.7342984369659199
资阳市教育局,2023,16,0,503,0.5391754105298753,1.1338236145122957,-0.00194087,1.0195112657385192
资阳市教育局,2023,16,4,504,0.5072516202274848,1.2352160854079828,0.23748428502277696,1.194632923325216
达州市教育局,2023,17,1,505,0.3157505913211204,0.7155585235333584,0.5796697150815306,0.48198700163920394
达州市教育局,2023,17,2,506,0.39180999856824356,-0.0168961,0.6213256390714197,0.7499386512102324
达州市教育局,2023,17,3,507,0.2375139422971037,0.16488329334209625,1.1059016221953373,1.1105266656947372
达州市教育局,2023,17,0,508,-0.02124262,1.0552999406538406,1.6444917258076477,0.4915251102825886
达州市教育局,2023,17,4,509,-0.279734705,0.7473195150023225,0.9024068325791872,0.14684101637715538
遂宁市教育局,2023,18,1,510,0.5537151903629967,0.8193293162636356,-0.090989885,-0.170763319
遂宁市教育局,2023,18,2,511,0.7913366747408116,0.2785750424165383,-0.476251852,0.11124728398199174
遂宁市教育局,2023,18,3,512,0.9039943190980804,0.11023828412084588,0.0948868314147425,0.21706632037080054
遂宁市教育局,2023,18,0,513,0.45514359696997303,1.5431243250817417,0.21673089583080038,-0.692305837
遂宁市教育局,2023,18,4,514,-0.049944569,1.101586353022645,-0.374148036,-0.420660097
阿坝藏族羌族自治州教育局,2023,19,1,515,0.24920742952206199,1.1403042516396649,0.36652578657822965,0.4238911070869805
阿坝藏族羌族自治州教育局,2023,19,2,516,0.6316803161904235,0.35216726629629913,1.0122161163746877,0.8488605966334105
阿坝藏族羌族自治州教育局,2023,19,3,517,0.7926142608412459,0.15738257567825725,1.7855169720165658,1.2296342128871376
阿坝藏族羌族自治州教育局,2023,19,0,518,0.7864282777029508,1.4679497664976082,1.8369303122555836,0.4250052579277462
阿坝藏族羌族自治州教育局,2023,19,4,519,0.1970488293483539,1.6463352015199753,0.7022337443275748,-0.579194001
雅安市教育局,2023,20,1,520,0.8437830143594391,1.2391040045498423,-0.04437269,0.17148994892708017
雅安市教育局,2023,20,2,521,1.441825993459539,0.6286735077710195,-0.220294321,0.12147781211383814
雅安市教育局,2023,20,3,522,1.4651352236576962,0.20674717865055442,0.5920647040692054,0.4752539133101765
雅安市教育局,2023,20,0,523,0.3562741293660381,1.3570223660288605,1.1128871063129526,-1.269170953
雅安市教育局,2023,20,4,524,-0.267569142,0.9393483992877631,-0.005330504,-0.505919884
乐山市教育局,2024,0,1,525,0.7980320947562349,1.2097125102603976,0.36995217278066195,0.5961488544815763
乐山市教育局,2024,0,2,526,1.2213550199340355,0.4381406606083663,-0.015562785,0.8572599255584895
乐山市教育局,2024,0,3,527,1.7570438289546249,0.23314422902032658,0.3139390969087687,1.0925551289111883
乐山市教育局,2024,0,0,528,0.45454830317016487,0.8346252423256273,-0.725921841,-0.061112076
乐山市教育局,2024,0,4,529,0.6324912245019276,1.3906464855361491,-0.330099409,0.5411498061000266
内江市教育局,2024,1,1,530,0.9128731514339504,0.80699281713696,0.10107729246244329,0.12675898039908087
内江市教育局,2024,1,2,531,1.2416060779714986,0.4277735544789424,-0.276752832,0.34732572265718165
内江市教育局,2024,1,3,532,1.3440526958336787,0.1787390181526496,0.44078380287900126,0.3053101835943678
内江市教育局,2024,1,0,533,0.9326556069855347,1.8072784636994201,0.18201782299386116,0.045699514697477406
内江市教育局,2024,1,4,534,0.7919971536339586,1.7887275630697383,0.19246449119420245,-0.099412801
凉山彝族自治州教育局,2024,2,1,535,1.8024969833165172,1.7352061636031373,0.003262877766089237,1.1598544268825286
凉山彝族自治州教育局,2024,2,2,536,1.5566910470320379,0.5051594040454785,0.42294989569324387,1.8260502665281937
凉山彝族自治州教育局,2024,2,3,537,1.0568024719928655,-0.016850827,1.2510651971969644,2.3002566763106254
凉山彝族自治州教育局,2024,2,0,538,-0.399657564,1.6148432220293503,1.8707167555385427,1.345051760376594
凉山彝族自治州教育局,2024,2,4,539,-0.292468224,1.4276220811006828,1.4803006540261179,1.212196122064425
南充市教育局,2024,3,1,540,0.792946808217104,-0.36560131,-1.006534496,-0.594620135
南充市教育局,2024,3,2,541,0.7864397126754822,-1.05619969,-1.544491783,-0.44215396
南充市教育局,2024,3,3,542,0.6789785320307244,-1.050175076,-1.184432479,-0.155603269
南充市教育局,2024,3,0,543,0.932651820359213,1.4889350705268634,0.45829225603188967,0.5164605761955356
南充市教育局,2024,3,4,544,0.1126794754622749,-0.215393618,-1.394634007,-0.336129951
宜宾市教育局,2024,4,1,545,0.2623883260166744,0.7033809091391426,0.048389425437103444,0.10914226453952082
宜宾市教育局,2024,4,2,546,0.3100885971459396,0.17447479230896465,-0.048713685,0.6105973831264209
宜宾市教育局,2024,4,3,547,0.5713746046910296,-0.082875931,0.4753471509996112,0.7547100724904474
宜宾市教育局,2024,4,0,548,0.5986290699009337,1.5004582600257035,1.5741904987669402,0.7218959827623476
宜宾市教育局,2024,4,4,549,-0.129763015,0.8135805364546496,0.03379220489813079,0.09602238396311215
巴中市教育局,2024,5,1,550,0.3054936447538145,0.504753820226537,0.31445082475007197,0.3755559532895659
巴中市教育局,2024,5,2,551,0.48456563288699384,0.0195064747594369,0.4528071082965899,0.5886365247560624
巴中市教育局,2024,5,3,552,0.8099158188846294,0.05610606709975996,1.4303233977463732,0.7138878164767472
巴中市教育局,2024,5,0,553,0.2571421226876727,1.0085853138539307,1.8128350137463485,-0.59786766
巴中市教育局,2024,5,4,554,0.07842279789838898,0.7525150471256703,1.0632215669727252,-0.372121964
广元市教育局,2024,6,1,555,0.9769270275110131,0.9376610187445725,0.15440261928083693,-0.325438973
广元市教育局,2024,6,2,556,0.9324920776551833,0.5405649736179858,-0.482646102,-0.014799808
